Probe	Chromosome	Start	End	Strand
Ubxn4	1	130140758	130175954	+
Lct	1	130181333	130224895	-
Mcm6	1	130228168	130256233	-
Dars	1	130260285	130313993	-
Cxcr4	1	130484776	130488870	-
Gm17699	1	130667176	130670998	-
Thsd7b	1	131169879	132115855	+
Gm16081	1	132166527	132177835	-
Daf2	1	132285103	132319586	-
Gm15674	1	132319401	132334491	+
Gm15675	1	132326358	132333768	-
Cd55	1	132335604	132359321	-
Gm16083	1	132359153	132453652	+
Zp3r	1	132473290	132526198	-
C4bp	1	132531350	132558209	-
Pfkfb2	1	132585620	132625830	-
Yod1	1	132613904	132618632	+
AA986860	1	132628553	132641198	+
Fcamr	1	132697479	132711317	+
Gm15848	1	132706554	132720661	-
Pigr	1	132723261	132748826	+
Faim3	1	132762246	132777367	+
Il24	1	132778651	132784031	-
Il20	1	132803769	132807873	-
Il19	1	132829235	132836650	-
Il10	1	132916422	132921551	+
Mapkapk2	1	132950281	132994144	-
Dyrk3	1	133025018	133034811	-
Eif2d	1	133049758	133084235	+
Rassf5	1	133072987	133141835	-
Ikbke	1	133150920	133176183	-
Srgap2	1	133181828	133423938	-
Fam72a	1	133424480	133436449	+
Avpr1b	1	133495816	133508577	+
Ctse	1	133534883	133572080	+
5430435G22Rik	1	133585272	133610119	+
Slc26a9	1	133640599	133668081	+
Pm20d1	1	133693958	133718050	+
Slc41a1	1	133724070	133745442	+
Rab7l1	1	133763801	133769464	+
Nucks1	1	133807035	133832898	+
Slc45a3	1	133867186	133879540	+
Elk4	1	133904184	133929189	+
Mfsd4	1	133919383	133964639	-
Gm17288	1	133933382	133964522	+
Cdk18	1	134010127	134036262	-
Lemd1	1	134088013	134153958	+
1700037F24Rik	1	134097646	134100380	-
Gm10188	1	134125625	134126344	-
Klhdc8a	1	134195203	134203934	+
Nuak2	1	134212703	134230065	+
Tmcc2	1	134252892	134287858	-
Gm15849	1	134277706	134279086	+
Dstyk	1	134314030	134363536	+
6030442K20Rik	1	134363010	134373622	-
Rbbp5	1	134373944	134402242	+
Tmem81	1	134402807	134405214	+
Cntn2	1	134406002	134439517	-
Nfasc	1	134461268	134638374	-
Lrrn2	1	134776850	134836582	+
Mdm4	1	134886422	134921943	-
Pik3c2b	1	134942244	135005264	+
Ppp1r15b	1	135027720	135036377	+
Plekha6	1	135142674	135200012	+
Golt1a	1	135206400	135219603	+
Kiss1	1	135218452	135226478	+
Ren1	1	135247087	135256902	+
Etnk2	1	135260149	135276913	+
Sox13	1	135278880	135320954	-
Snrpe	1	135500448	135506868	-
Gm17713	1	135506988	135510999	+
Zc3h11a	1	135516448	135557957	-
Lax1	1	135575606	135586685	-
Gm17678	1	135598216	135598458	-
Atp2b4	1	135599255	135697618	-
Optc	1	135793773	135804576	-
Gm15851	1	135803108	135811399	+
Prelp	1	135806881	135817991	-
Fmod	1	135933831	135944854	+
Btg2	1	135971747	135975697	-
Gm8618	1	136005915	136006417	+
Chit1	1	136007819	136048117	+
Chi3l1	1	136078753	136086758	+
Mybph	1	136090025	136097808	+
Adora1	1	136095800	136132008	-
Myog	1	136186581	136189124	+
Ppfia4	1	136193360	136229505	-
Tmem183a	1	136242674	136258576	-
4933406M09Rik	1	136282517	136287560	+
Cyb5r1	1	136302358	136308317	+
Adipor1	1	136311955	136329928	+
Klhl12	1	136352108	136387595	+
Gm11092	1	136373211	136373787	-
Rabif	1	136391225	136406451	+
4931440L10Rik	1	136437518	136446259	-
Kdm5b	1	136456748	136529454	+
Gm3834	1	136538831	136543097	-
Syt2	1	136605877	136649726	+
Ppp1r12b	1	136651235	136852519	-
Ube2t	1	136859142	136870739	+
Lgr6	1	136882925	137001853	-
Ptprv	1	137007746	137008883	-
Ptpn7	1	137029302	137041897	+
Arl8a	1	137043401	137052846	+
Gm15445	1	137049540	137050383	+
Gpr37l1	1	137056811	137064258	-
Gm16606	1	137145138	137163020	+
Elf3	1	137150151	137155049	-
Rnpep	1	137159289	137180661	-
Timm17a	1	137198109	137210355	-
Lmod1	1	137221384	137264642	+
Shisa4	1	137267634	137271814	-
Ipo9	1	137278889	137327076	-
Nav1	1	137331157	137481932	-
Gm4793	1	137481350	137496527	+
Nav1	1	137503024	137584682	-
Csrp1	1	137616638	137648809	+
Phlda3	1	137662696	137665713	+
Tnni1	1	137679642	137707566	+
Lad1	1	137715175	137729918	+
Tnnt2	1	137737452	137748837	+
Pkp1	1	137767972	137815784	-
Igfn1	1	137850155	137902919	-
Tmem9	1	137904796	137931607	+
Cacna1s	1	137949327	138016399	+
Gm15850	1	138022755	138027760	-
Kif21b	1	138027966	138074575	+
2310006M14Rik	1	138078051	138103674	-
5730559C18Rik	1	138110108	138130841	-
Gm17643	1	138112651	138121648	+
Gpr25	1	138155491	138157450	-
Gm17543	1	138155984	138170983	+
Camsap2	1	138164700	138242681	-
9230116N13Rik	1	138308493	138312096	-
Ddx59	1	138311848	138336735	+
Kif14	1	138364535	138428088	+
Gm17718	1	138518675	138521227	-
Zfp281	1	138521478	138526630	+
Gm16880	1	138592788	138622305	+
Nr5a2	1	138740161	138857004	-
A130050O07Rik	1	139824747	139826850	+
Ptprc	1	139959438	140071882	-
Atp6v1g3	1	140170315	140186037	+
Nek7	1	140381291	140516273	-
Lhx9	1	140721763	140745153	-
2310009B15Rik	1	140748556	140753431	-
Dennd1b	1	140860013	141072620	+
4930596I21Rik	1	140874234	140875817	+
Crb1	1	141093633	141273677	-
Zbtb41	1	141318960	141349582	+
Aspm	1	141351350	141390667	+
F13b	1	141398284	141420333	+
Cfhr1	1	141443639	141456835	-
Cfhr3	1	141471762	141524888	-
Gm4788	1	141594212	141677816	-
Cfhr2	1	141701945	141915481	-
Cfh	1	141982432	142079988	-
Kcnt2	1	142142793	142508640	+
Cdc73	1	145445927	145550023	-
B3galt2	1	145487794	145497536	+
Glrx2	1	145586159	145596806	+
Trove2	1	145597920	145624198	-
Uchl5	1	145624408	145654596	+
Rgs2	1	145846468	145851291	-
Rgs13	1	145985797	146024502	-
Rgs1	1	146091102	146096372	-
Rgs21	1	146366820	146388442	-
Rgs18	1	146599813	146622565	-
Gm5263	1	148267564	148268004	+
Fam5c	1	148342759	148749602	+
A230059L01Rik	1	148650095	148653152	-
Gm15584	1	148656961	148688826	-
Gm9931	1	149127888	149129072	-
Pla2g4a	1	151676748	151808420	-
7530420F21Rik	1	151922003	151947004	-
Ptgs2	1	151947254	151955140	+
Gm17311	1	152006173	152012078	-
Pdc	1	152166547	152181035	+
BC003331	1	152208435	152240210	-
Tpr	1	152239968	152297062	+
Prg4	1	152296542	152313295	-
Hmcn1	1	152409654	152840565	-
Ivns1abp	1	153191628	153211575	+
1200016B10Rik	1	153214829	153275585	-
1190005F20Rik	1	153275778	153305312	+
Rnf2	1	153316536	153347953	-
Fam129a	1	153418316	153569069	+
Edem3	1	153602504	153669458	+
1700025G04Rik	1	153731654	153937450	-
Tsen15	1	154217865	154233818	-
Glt25d2	1	154246960	154357825	+
Rgl1	1	154363889	154613481	-
Gm15479	1	154531156	154534631	-
Apobec4	1	154597681	154604674	+
Arpc5	1	154613672	154622727	+
Ncf2	1	154655020	154684120	+
Smg7	1	154684126	154749776	-
Nmnat2	1	154802231	154966390	+
Lamc2	1	154969886	155033577	-
Lamc1	1	155066052	155179916	-
E330020D12Rik	1	155251957	155255726	-
1700012A16Rik	1	155272292	155299704	+
Dhx9	1	155302888	155334790	-
Npl	1	155350146	155396844	-
Rgs8	1	155500155	155544797	+
Rgs16	1	155587479	155592598	+
Rnasel	1	155596556	155611351	+
Rgsl1	1	155626511	155691272	-
5830403L16Rik	1	155696672	155747338	-
Gm5531	1	155721475	155724001	+
Teddm1	1	155738776	155740190	+
Glul	1	155747074	155756853	+
A930039A15Rik	1	155752431	155764040	+
Gm11074	1	155752801	155764441	-
Zfp648	1	156051227	156052804	+
Cacna1e	1	156239649	156573049	-
Gm9530	1	156910653	156930396	-
Ier5	1	156943497	156946766	-
Mr1	1	156975008	156993910	-
Stx6	1	157005833	157050647	+
BC034090	1	157059603	157079870	-
Xpr1	1	157122831	157264545	-
Gm5532	1	157367303	157374241	-
Acbd6	1	157405250	157534363	+
Lhx4	1	157548827	157589157	-
Qsox1	1	157625285	157660013	-
Cep350	1	157692096	157820020	-
Tor1aip1	1	157851729	157883610	-
Tor1aip2	1	157882533	157915991	+
Fam163a	1	157923096	158135156	-
Tdrd5	1	158185426	158233795	-
Nphs2	1	158240858	158258166	+
9430070O13Rik	1	158295060	158330121	-
Gm2000	1	158296169	158296613	+
Soat1	1	158358239	158404459	-
Abl2	1	158488917	158579699	+
Tor3a	1	158583748	158604487	-
Fam20b	1	158608676	158649132	-
Ralgps2	1	158734297	158869757	-
Angptl1	1	158768693	158791209	+
1700057K13Rik	1	159029279	159038811	-
Rasal2	1	159065314	159342726	-
2810025M15Rik	1	159342483	159350366	+
BC026585	1	159388711	159419191	+
Gm15486	1	159428006	159441852	-
Sec16b	1	159436859	159498556	+
Fam5b	1	160175402	160286391	-
Astn1	1	160292471	160621917	+
Pappa2	1	160641862	160887870	-
1600012P17Rik	1	160888258	160910621	-
Gm4953	1	161098288	161098773	-
Rfwd2	1	161162457	161277711	+
Gm10530	1	161544880	161615006	+
Tnr	1	161667641	161855053	+
4930523C07Rik	1	161974515	162008559	+
4930562F07Rik	1	162004866	162008116	-
Tnn	1	162015165	162083711	-
Mrps14	1	162125346	162132301	+
Cacybp	1	162133056	162142908	-
Rabgap1l	1	162149305	162723069	-
Gm6177	1	162823251	162823715	+
Rc3h1	1	162836549	162905109	+
Serpinc1	1	162908737	162933141	+
Zbtb37	1	162938931	162964980	-
Gas5	1	162964553	162968670	+
Dars2	1	162970732	163000789	-
Cenpl	1	163000898	163016855	+
Klhl20	1	163018506	163061642	-
Ankrd45	1	163072822	163099237	+
4930469G21Rik	1	163084689	163089445	-
Prdx6	1	163170243	163181350	-
Tnfsf4	1	163325581	163348337	+
Tnfsf18	1	163424786	163435421	+
Fasl	1	163710820	163718626	-
AI848100	1	163746243	163806792	-
4930558K02Rik	1	163872217	163909767	-
Pigc	1	163899317	163957237	+
Dnm3	1	163912584	164408165	-
2810442N19Rik	1	163935100	163946625	+
Dnm3os	1	164147754	164155681	+
Gm10176	1	164407811	164410074	+
Mettl13	1	164462258	164478682	-
Vamp4	1	164500646	164529215	+
Gm5705	1	164558488	164559114	-
Myoc	1	164569281	164579824	+
7420461P10Rik	1	164577334	164588304	-
Prrc2c	1	164603533	164670681	-
Fmo4	1	164724014	164744103	-
Fmo1	1	164759692	164796679	-
Fmo2	1	164804448	164828857	-
Fmo3	1	164883933	164914659	-
4921528O07Rik	1	164954433	165015801	-
Prrx1	1	165175247	165243841	-
Gm20471	1	165210487	165217176	+
Gm17698	1	165231921	165233751	-
Gorab	1	165315040	165333772	-
Mettl11b	1	165632388	165655363	-
Kifap3	1	165709714	165847240	+
Scyl3	1	165859231	165885257	+
BC055324	1	165876124	165924927	-
2810422O20Rik	1	165925020	165927374	+
Sele	1	165978365	165987808	+
Sell	1	165992207	166010916	+
Selp	1	166045395	166080157	+
Gm16587	1	166073563	166076497	-
Gm16548	1	166078722	166082348	-
F5	1	166081969	166150408	+
Slc19a2	1	166179177	166195516	+
4930455F23Rik	1	166205716	166217978	+
Blzf1	1	166219931	166237620	-
Nme7	1	166243010	166334805	+
Atp1b1	1	166367398	166388486	-
Gm16608	1	166433438	166445013	+
Dpt	1	166726863	166754397	+
Xcl1	1	166861775	166865658	-
Tbx19	1	167067986	167090904	-
Sft2d2	1	167104472	167124564	-
Tiprl	1	167145053	167167074	-
Gpr161	1	167232756	167253061	+
Dcaf6	1	167259642	167390596	-
Brp44	1	167391168	167411345	+
Adcy10	1	167415314	167506905	+
Mpzl1	1	167522312	167564672	-
Rcsd1	1	167579076	167638225	-
Creg1	1	167693877	167705439	+
Gm16565	1	167711206	167719498	+
Cd247	1	167718812	167807407	+
Pou2f1	1	167795285	167932809	-
Gm17444	1	167933089	167968389	+
Dusp27	1	168028284	168058029	-
Gpa33	1	168060369	168096641	+
Mael	1	168131516	168168875	-
Ildr2	1	168184270	168246954	+
5330438I03Rik	1	168236872	168239716	-
Tada1	1	168309228	168323752	+
Gm15853	1	168309970	168310624	-
Pogk	1	168314753	168339994	-
Gm4846	1	168413744	168427719	-
Gm4847	1	168559102	168577824	-
Fmo9	1	168592186	168611976	-
Gm16701	1	168904155	168930972	-
Fam78b	1	168931548	169021433	+
Uck2	1	169153958	169154050	-
Uck2	1	169156221	169215258	-
Tmco1	1	169238801	169264109	+
Aldh9a1	1	169280122	169298661	+
Mgst3	1	169302097	169323972	-
Lrrc52	1	169375806	169396911	-
Rxrg	1	169528515	169569754	+
Lmx1a	1	169619370	169778872	+
Pbx1	1	170050130	170362300	-
Nuf2	1	171428065	171461595	-
Rgs5	1	171585632	171625944	+
Rgs4	1	171671608	171677773	-
1700084C01Rik	1	171858779	171864784	+
Gm15852	1	171862829	171864379	-
Hsd17b7	1	171879666	171899372	-
3110045C21Rik	1	171899540	171902526	+
Ddr2	1	171902439	172040632	-
Uap1	1	172072069	172105088	-
Uhmk1	1	172123551	172145528	-
4930500M09Rik	1	172144991	172145687	+
Sh2d1b2	1	172162880	172183739	+
Sh2d1b1	1	172207507	172216900	+
Gm7694	1	172231277	172232958	-
Nos1ap	1	172232799	172519992	-
1700015E13Rik	1	172238992	172242258	+
Gm10174	1	172519739	172520596	+
Olfml2b	1	172574663	172612920	+
Atf6	1	172634588	172797902	-
Gm9929	1	172798776	172811852	+
Dusp12	1	172803629	172815671	-
Fcrlb	1	172837404	172843072	-
Fcrla	1	172847707	172857714	-
Fcgr2b	1	172890689	172906678	-
Fcgr4	1	172949051	172959892	+
Fcgr3	1	172981300	172995066	-
1700009P17Rik	1	173044049	173057098	+
Sdhc	1	173057296	173080734	-
Mpz	1	173080842	173091261	+
Pcp4l1	1	173103393	173126399	-
Nr1i3	1	173144101	173150832	+
Tomm40l	1	173147933	173152645	-
Apoa2	1	173155185	173156510	+
Fcer1g	1	173159703	173164496	-
Ndufs2	1	173164984	173177253	-
Adamts4	1	173180552	173190768	+
B4galt3	1	173200459	173207027	+
Ppox	1	173206121	173211317	-
Usp21	1	173212076	173218122	-
Ufc1	1	173218694	173225155	-
Rpl27-ps1	1	173235215	173235625	-
Dedd	1	173259276	173272462	+
Nit1	1	173268139	173275777	-
Pfdn2	1	173275801	173289385	+
Klhdc9	1	173288577	173290929	-
Pvrl4	1	173300230	173318729	+
Arhgap30	1	173319085	173340429	+
Usf1	1	173341444	173349273	+
Tstd1	1	173349164	173350483	+
Gm17520	1	173353316	173367449	-
F11r	1	173367666	173394734	+
B930036N10Rik	1	173432927	173434242	-
Refbp2	1	173433609	173434881	+
Gm9765	1	173445364	173447053	+
Itln1	1	173448253	173465425	-
Cd244	1	173489324	173515449	+
Ly9	1	173518755	173537541	-
Slamf7	1	173562534	173579149	-
Cd48	1	173612140	173635389	+
Slamf1	1	173697258	173731315	+
Cd84	1	173769828	173820849	+
Gm10521	1	173825795	173828368	+
Slamf6	1	173847646	173879083	+
Vangl2	1	173931091	173958575	-
Nhlh1	1	173982423	173987704	-
Ncstn	1	173996144	174012926	-
Copa	1	174012660	174052461	+
Pex19	1	174056886	174066624	+
Dcaf8	1	174078146	174126524	+
Pea15a	1	174126859	174136935	-
Casq1	1	174140025	174150026	-
Gm17224	1	174143152	174143811	+
Atp1a4	1	174153644	174188545	-
Igsf8	1	174191772	174249972	+
Atp1a2	1	174201840	174228195	-
Kcnj9	1	174251164	174259394	-
Kcnj10	1	174271341	174304216	+
Pigm	1	174306662	174314230	+
Slamf9	1	174405489	174408706	+
Igsf9	1	174411919	174429009	+
Tagln2	1	174430178	174437511	+
Ccdc19	1	174451175	174476001	+
4933439K11Rik	1	174468264	174480937	-
Gm17211	1	174479389	174488260	-
Vsig8	1	174486069	174493847	+
Slamf8	1	174511508	174520699	-
Fcrl6	1	174526771	174532682	-
Dusp23	1	174560900	174563105	-
Crp	1	174628187	174630097	+
Apcs	1	174824093	174825185	-
Olfr16	1	174886899	174887948	+
Olfr1408	1	175060331	175061367	-
Olfr1406	1	175113573	175114635	-
Olfr218	1	175133489	175134430	+
Olfr1404	1	175145738	175146771	+
Fcer1a	1	175151402	175157360	-
Olfr418-ps1	1	175200278	175201268	+
Gm11062	1	175204592	175207853	-
Darc	1	175262017	175263634	-
Cadm3	1	175264385	175297826	-
Aim2	1	175281010	175396171	+
Gm4955	1	175398640	175404183	-
Gm4955	1	175410502	175421172	-
BC094916	1	175449848	175466088	-
Pydc4	1	175497204	175529405	-
Pyhin1	1	175560990	175578059	+
Pydc3	1	175604042	175628523	+
AI607873	1	175653814	175671878	-
Ifi204	1	175677424	175697050	-
Mndal	1	175787352	175872622	-
Mnda	1	175826486	175843053	-
Ifi203	1	175850538	175872803	-
Ifi202b	1	175892700	175912975	-
Ifi205	1	175942129	175961886	-
Olfr433	1	175972064	175973067	+
Olfr432	1	175980506	175981444	+
Olfr430	1	175999431	176000384	+
Olfr429	1	176019169	176020111	+
Olfr427	1	176029591	176030538	+
Olfr231	1	176047222	176048145	-
Olfr424	1	176066877	176067824	+
Olfr421	1	176081612	176082661	+
Olfr420	1	176088853	176089898	+
Spna1	1	176102907	176178581	+
Olfr419	1	176180020	176181107	-
1810030J14Rik	1	176260649	176263004	+
Olfr417	1	176299050	176299979	+
Olfr248	1	176321177	176322186	+
Olfr414	1	176360561	176361515	+
Olfr220	1	176378756	176379733	+
Fmn2	1	176431956	176752848	+
Grem2	1	176763916	176851950	-
Rgs7	1	176989867	177421261	-
Fh1	1	177530505	177555766	-
Kmo	1	177550512	177592247	+
Opn3	1	177592552	177622907	-
Chml	1	177616619	177618484	-
Wdr64	1	177628724	177745865	+
Exo1	1	177810909	177841527	+
Pld5	1	177892437	178205443	-
B020018G12Rik	1	177907908	177909245	-
Cep170	1	178663784	178744198	-
Sdccag8	1	178744791	178950568	+
Gm15423	1	178858130	178862842	-
Akt3	1	178950204	179188334	-
Gm17407	1	179359178	179373401	-
Zfp238	1	179374792	179380891	+
1700016C15Rik	1	179659945	179683455	+
Adss	1	179693093	179726642	-
Gm16432	1	179921566	180102835	+
Pppde1	1	180117548	180182729	+
Gm9982	1	180186234	180187426	+
B230369F24Rik	1	180243459	180248680	-
Fam36a	1	180249261	180252824	+
Gm16586	1	180251239	180254302	-
Hnrnpu	1	180253205	180267928	-
Gm17323	1	180279677	180279831	+
Efcab2	1	180336012	180413378	+
Kif26b	1	180459256	180862986	+
Gm16564	1	180828713	180847745	-
Smyd3	1	180882091	181448172	-
Gm5561	1	181450388	181451039	-
Tfb2m	1	181458186	181476398	-
Cnst	1	181476501	181557609	+
Sccpdh	1	181598341	181617320	+
Gm1305	1	181625428	181675316	-
Ahctf1	1	181675025	181733811	-
Gm10518	1	181733507	181734807	+
Cdc42bpa	1	181890603	182095734	+
Adck3	1	182095369	182129733	-
Psen2	1	182157135	182193569	-
Gm5069	1	182257102	182260681	-
Itpkb	1	182260607	182354933	+
6330403A02Rik	1	182362518	182413598	-
Parp1	1	182499086	182531384	+
Lin9	1	182571498	182620816	+
Mixl1	1	182623174	182627165	-
Acbd3	1	182656174	182684334	+
H3f3a	1	182730963	182744074	-
Gm17275	1	182732699	182739614	+
Gm16067	1	182743907	182746990	+
BC031781	1	182781282	182798228	+
Lefty2	1	182823239	182829234	+
Pycr2	1	182834405	182838218	+
Lefty1	1	182865153	182868531	+
Tmem63a	1	182872475	182905243	+
2210411M09Rik	1	182882195	182888280	-
Ephx1	1	182906286	182951035	-
9130409I23Rik	1	182981368	182990798	+
Nvl	1	183023554	183074288	-
Cnih4	1	183081062	183099125	+
Wdr26	1	183103359	183142109	-
A430110L20Rik	1	183156207	183158621	+
Cnih3	1	183282759	183390772	+
Ccdc121	1	183439764	183441582	-
Dnahc14	1	183669119	183699805	+
Lbr	1	183745447	183772532	-
Gm5533	1	183781739	183783320	-
Enah	1	183834576	183950111	-
Srp9	1	184054868	184062538	+
Vmn1r1	1	184087275	184088450	-
Degs1	1	184205903	184212935	-
Fbxo28	1	184243233	184271737	-
Gm10517	1	184338750	184339151	-
Trp53bp2	1	184339303	184392563	+
Capn2	1	184397391	184447655	-
Gm16721	1	184414398	184414958	+
Capn8	1	184495138	184562483	+
4922505E12Rik	1	184677388	184679253	-
Susd4	1	184693991	184826729	+
Tlr5	1	184884919	184906175	+
Gm8214	1	185505657	185506073	-
Dusp10	1	185837181	185899515	+
1700056E22Rik	1	185856911	185857453	-
4930488B22Rik	1	186536376	186542868	+
Hlx	1	186551019	186556498	-
Mosc1	1	186610655	186635192	-
Mosc2	1	186636947	186670330	-
C130074G19Rik	1	186695805	186707097	-
Mark1	1	186720322	186823428	-
Rab3gap2	1	187028047	187110622	+
Iars2	1	187108605	187153275	-
Bpnt1	1	187156028	187181656	+
4930532G15Rik	1	187183340	187186744	-
Eprs	1	187186974	187252234	+
9630028B13Rik	1	187253236	187265698	-
Gm2061	1	187270995	187279447	-
Slc30a10	1	187278727	187292641	+
Lyplal1	1	187911610	187941189	-
Tgfb2	1	188447065	188529871	-
Rrp15	1	188544857	188573237	-
A430105J06Rik	1	188573275	188576800	+
D1Pas1	1	188791295	188794506	+
Spata17	1	188868527	189039344	-
Gm15509	1	188944748	188948244	-
1700007P06Rik	1	188949017	188949862	+
Gpatch2	1	189039387	189175583	+
Esrrg	1	189432670	190038764	+
Ush2a	1	190085902	190788920	+
Kctd3	1	190794977	190831719	-
Kcnk2	1	191031816	191167711	-
Cenpf	1	191464478	191511965	-
Ptpn14	1	191552147	191700574	+
Gm17653	1	191657020	191660499	-
Smyd2	1	191704371	191746242	-
Prox1	1	191945660	191994559	-
Gm17566	1	191994175	192041157	+
Rps6kc1	1	192524081	192735649	-
Angel2	1	192748991	192770841	+
Vash2	1	192771527	192803175	-
Mfsd7b	1	192829711	192850069	-
1700022P22Rik	1	192860701	192866821	+
Tatdn3	1	192869705	192886811	-
Nsl1	1	192886891	192908437	+
Batf3	1	192922293	192932822	+
Fam71a	1	192986463	192988696	-
Atf3	1	192994175	193007219	-
D730003I15Rik	1	193048353	193049565	+
Nenf	1	193130668	193142073	-
Tmem206	1	193149791	193174793	+
Ppp2r5a	1	193175860	193220920	-
Dtl	1	193361244	193399413	-
Ints7	1	193399642	193446551	+
Lpgat1	1	193541713	193608134	+
Nek2	1	193645323	193656929	+
1700034H15Rik	1	193714112	193731406	-
Slc30a1	1	193730646	193737126	+
Rd3	1	193801270	193809795	+
Traf5	1	193821311	193916440	-
Gm16621	1	193916253	193923511	+
Rcor3	1	193922652	193961892	-
Gm10516	1	193960780	193974895	+
Kcnh1	1	194014666	194334041	+
Hhat	1	194336710	194597413	-
A730013G03Rik	1	194659363	194660913	-
Sertad4	1	194670625	194681946	-
Gm15867	1	194681122	194682660	+
Syt14	1	194723404	194861911	-
Diexf	1	194930597	194956445	-
Irf6	1	194979306	194998236	+
A130010J15Rik	1	194994243	195002497	+
Traf3ip3	1	195001700	195027897	-
Gm15872	1	195013569	195018205	+
4930570N18Rik	1	195029233	195052402	+
1600010F14Rik	1	195033944	195080668	+
Hsd11b1	1	195047824	195090248	-
G0s2	1	195098355	195099382	-
Lamb3	1	195128151	195170072	+
Camk1g	1	195172540	195196491	-
4631405K08Rik	1	195333432	195335997	-
Plxna2	1	196446023	196643063	+
Cd34	1	196765015	196787486	+
Gm16897	1	196781953	196803153	-
A330023F24Rik	1	196802569	196864102	+
Cd46	1	196867479	196918442	-
Cr1l	1	196929983	196957764	-
Cr2	1	196963005	197002909	-
Fam171a1	2	3031496	3145078	+
Nmt2	2	3201484	3246149	+
Rpp38	2	3246221	3249915	-
Acbd7	2	3253440	3258265	+
Olah	2	3259254	3283863	-
Meig1	2	3326315	3339920	-
Dclre1c	2	3341403	3381402	+
Suv39h2	2	3373087	3392303	-
Gm13184	2	3385885	3391818	+
Hspa14	2	3406122	3430086	-
Cdnf	2	3430302	3443648	+
Fam107b	2	3621285	3699414	+
Gm13185	2	3670258	3672449	-
Gm13180	2	3772302	3794847	+
Gm13191	2	3843080	3846411	-
Frmd4a	2	3938763	4535083	+
1700080N15Rik	2	4053109	4062187	-
Gm13189	2	4058820	4065148	+
Gm13187	2	4208641	4222213	-
Gm13175	2	4379480	4387716	-
Gm13179	2	4507070	4508333	-
Prpf18	2	4543104	4573159	-
Bend7	2	4638877	4723188	+
Sephs1	2	4802610	4831603	+
Phyh	2	4840065	4859776	+
Ucma	2	4897168	4906794	+
Mcm10	2	4910760	4933837	-
Optn	2	4941688	4985097	-
4930551O13Rik	2	4958326	4962179	+
Gm16934	2	5058795	5151910	-
Ccdc3	2	5058822	5151924	+
Camk1d	2	5214503	5635561	-
