Gene	Expression
Lmx1a	-4.192786
Pbx1	-0.39944854
Nuf2	3.1073227
Rgs5	-3.3933814
Rgs4	-4.646524
1700084C01Rik	-4.958796
Gm15852	-4.039034
Hsd17b7	1.8031096
3110045C21Rik	-0.1966076
Ddr2	-2.182802
Uap1	3.193513
Uhmk1	3.2555792
4930500M09Rik	0.59304523
Sh2d1b2	-5.513154
Sh2d1b1	-5.482177
Gm7694	-1.3945862
Nos1ap	-3.1725292
1700015E13Rik	-3.6832051
Gm10174	-3.9462397
Olfml2b	-3.3231983
Atf6	3.469841
Gm9929	3.320917
Dusp12	4.1872697
Fcrlb	-2.3758323
Fcrla	-4.9704175
Fcgr2b	-3.9596708
Fcgr4	-4.4960265
Fcgr3	-1.6451783
1700009P17Rik	1.681369
Sdhc	5.379111
Mpz	1.3987396
Pcp4l1	1.594417
Nr1i3	-0.1572737
Tomm40l	0.51002467
Apoa2	0.20374708
Fcer1g	-0.69325894
Ndufs2	6.2412057
Adamts4	-1.3270276
B4galt3	2.9370756
Ppox	2.3912878
Usp21	3.3589456
Ufc1	3.331787
Rpl27-ps1	-2.8844004
Dedd	4.2458434
Nit1	4.6945662
Pfdn2	5.321008
Klhdc9	1.7026697
Pvrl4	-3.1131833
Arhgap30	-5.391199
Usf1	2.2105436
Tstd1	-1.1553112
Gm17520	-1.9472482
F11r	1.3791153
B930036N10Rik	0.836581
Refbp2	1.4179403
Gm9765	-2.5278354
Itln1	-1.8835578
Cd244	-6.115417
Ly9	-5.892713
Slamf7	-2.7667365
Cd48	-4.416939
Slamf1	-5.9335732
Cd84	-6.6641126
Gm10521	-5.379199
Slamf6	-5.6536474
Vangl2	-0.09255898
Nhlh1	-5.4681926
Ncstn	4.868071
Copa	6.843423
Pex19	3.7587624
Dcaf8	5.82349
Pea15a	-0.7162341
Casq1	-1.0923389
Gm17224	-1.4302245
Atp1a4	-5.962126
Igsf8	-1.00609
Atp1a2	-4.45497
Kcnj9	-4.724478
Kcnj10	-6.6020184
Pigm	2.0189066
Slamf9	-1.0861257
Igsf9	-2.280842
Tagln2	-0.31826958
Ccdc19	1.715474
4933439K11Rik	-0.38255808
Gm17211	-5.0694566
Vsig8	-5.0151873
Slamf8	-5.1957593
Fcrl6	-5.103781
Dusp23	1.9577066
Crp	-4.931027
Apcs	-4.1424537
Olfr16	-4.23758
Olfr1408	-4.219606
Olfr1406	-4.2553315
Olfr218	-4.080989
Olfr1404	-4.2154264
Fcer1a	-4.204221
Olfr418-ps1	-4.154147
Gm11062	-3.567728
Darc	-3.2268221
Cadm3	-3.3375764
Aim2	-3.8246014
Gm4955	-4.0103703
Gm4955	-5.260074
BC094916	-6.013984
Pydc4	-6.2344847
Pyhin1	-5.973308
Pydc3	-5.629766
AI607873	-5.7394004
Ifi204	-5.4071994
Mndal	-5.098495
Mnda	-4.89053
Ifi203	-6.9126425
Ifi202b	-2.8599744
Ifi205	-4.8569365
Olfr433	-4.1729493
Olfr432	-4.076387
Olfr430	-4.0992513
Olfr429	-4.08252
Olfr427	-4.0901494
Olfr231	-4.053155
Olfr424	-4.0901494
Olfr421	-4.23758
Olfr420	-4.232073
Spna1	-7.4438357
Olfr419	-4.288869
1810030J14Rik	-3.8434577
Olfr417	-4.062493
Olfr248	-4.1815457
Olfr414	-4.100763
Olfr220	-4.1350965
Fmn2	-0.13015006
Grem2	-2.3351903
Rgs7	-3.721828
Fh1	5.3448577
Kmo	-2.7957644
Opn3	3.167917
Chml	1.6698265
Wdr64	-0.10721402
Exo1	3.9010189
Pld5	-2.6501734
B020018G12Rik	3.3196223
Cep170	2.7642999
Sdccag8	1.8932168
Gm15423	-4.683205
Akt3	5.147942
Gm17407	-0.05295759
Zfp238	5.0125866
1700016C15Rik	-3.6343653
Adss	5.4297786
Gm16432	0.93952745
Pppde1	3.5477118
Gm9982	-0.26978102
B230369F24Rik	-1.2014058
Fam36a	1.2936107
Gm16586	2.883483
Hnrnpu	6.747865
Gm17323	-0.24579999
Efcab2	3.4846087
Kif26b	0.15719564
Gm16564	-2.1455188
Smyd3	1.265606
Gm5561	-3.550134
Tfb2m	-1.9177109
Cnst	1.3255092
Sccpdh	2.9469953
Gm1305	-2.3419335
Ahctf1	4.09562
Gm10518	0.12875396
Cdc42bpa	3.534267
Adck3	6.413024
Psen2	3.018259
Gm5069	-2.1014276
Itpkb	-0.2009959
6330403A02Rik	-1.1623691
Parp1	7.0083203
Lin9	3.399886
Mixl1	-3.62809
Acbd3	4.670667
H3f3a	2.614602
Gm17275	1.2041713
Gm16067	-0.006445583
BC031781	3.5692637
Lefty2	-5.5517926
Pycr2	0.9232554
Lefty1	-4.9811254
Tmem63a	-2.0970078
2210411M09Rik	-3.3780777
Ephx1	-2.6968613
9130409I23Rik	-5.09167
Nvl	5.218339
Cnih4	3.1696413
Wdr26	4.589521
A430110L20Rik	-0.64335406
Cnih3	-2.2925768
Ccdc121	-5.030336
Dnahc14	0.31095514
Lbr	4.609858
Gm5533	-4.5556555
Enah	6.0057173
Srp9	3.164001
Vmn1r1	-4.401078
Degs1	4.3082714
Fbxo28	3.8045528
Gm10517	-2.7004545
Trp53bp2	3.004812
Capn2	-0.004493847
Gm16721	1.906203
Capn8	-4.9046607
4922505E12Rik	-5.067139
Susd4	4.0281053
Tlr5	-1.5108823
Gm8214	-2.9053094
Dusp10	-3.6202073
1700056E22Rik	-1.1342111
4930488B22Rik	-4.9512753
Hlx	-5.202955
Mosc1	-5.284885
Mosc2	2.2839277
C130074G19Rik	0.38311636
Mark1	3.6813293
Rab3gap2	5.1234336
Iars2	4.88363
Bpnt1	4.489571
4930532G15Rik	-1.1766233
Eprs	6.092378
9630028B13Rik	-2.9759104
Gm2061	-5.4803777
Slc30a10	-4.238239
Lyplal1	3.068183
Tgfb2	-3.29079
Rrp15	2.9367228
A430105J06Rik	-0.4587937
D1Pas1	4.818026
Spata17	1.2047267
Gm15509	-5.2795568
1700007P06Rik	-3.256688
Gpatch2	2.8192263
Esrrg	-4.064353
Ush2a	-2.703456
Kctd3	5.105247
Kcnk2	-0.3468175
Cenpf	5.002203
Ptpn14	0.6615753
Gm17653	-2.113472
Smyd2	4.161184
Prox1	0.5523335
Gm17566	-3.8983734
Rps6kc1	2.823571
Angel2	2.9108393
Vash2	-0.03705441
Mfsd7b	0.55368364
1700022P22Rik	0.20576356
Tatdn3	2.2814047
Nsl1	2.7755516
Batf3	-3.525136
Fam71a	-4.174816
Atf3	-1.4186366
D730003I15Rik	-0.14479968
Nenf	2.4814112
Tmem206	4.09358
Ppp2r5a	2.383314
Dtl	3.3957193
Ints7	5.4173727
Lpgat1	3.1176124
Nek2	3.7595944
1700034H15Rik	0.8792541
Slc30a1	2.3356123
Rd3	-4.58511
Traf5	-0.60982656
Gm16621	2.176353
Rcor3	2.7798629
Gm10516	0.38766107
Kcnh1	2.2497633
Hhat	0.2703893
A730013G03Rik	0.52153933
Sertad4	0.6640857
Gm15867	-0.11549193
Syt14	2.886944
Diexf	3.0731778
Irf6	-0.8555106
A130010J15Rik	2.7636592
Traf3ip3	-0.935164
Gm15872	-3.5210779
4930570N18Rik	-2.5720932
1600010F14Rik	-2.2126331
Hsd11b1	-5.452415
G0s2	-0.3076476
Lamb3	-6.293172
Camk1g	0.14416265
4631405K08Rik	-4.9671063
Plxna2	-2.1761074
Cd34	-0.45110813
Gm16897	-3.009984
A330023F24Rik	-2.8489158
Cd46	-2.2365298
Cr1l	-0.2088705
Cr2	-4.568056
Fam171a1	3.8697772
Nmt2	5.7901583
Rpp38	3.9366848
Acbd7	-2.1019707
Olah	3.575088
Meig1	1.0926162
Dclre1c	2.4250982
Suv39h2	3.3398893
Gm13184	-0.53206664
Hspa14	2.396187
Cdnf	1.4559591
Fam107b	3.4909654
Gm13185	-4.0840487
Gm13180	-2.9827657
Gm13191	-2.9018457
Frmd4a	0.7217441
1700080N15Rik	-4.718091
Gm13189	-2.1786857
Gm13187	-0.8391693
Gm13175	-3.065592
Gm13179	-0.5236617
Prpf18	2.9091666
Bend7	1.6846704
Sephs1	2.7126186
Phyh	-1.0289708
Ucma	1.7476571
Mcm10	2.7913237
Optn	0.30558738
4930551O13Rik	-0.9361155
Gm16934	-1.9197675
Ccdc3	-2.4320269
Camk1d	-0.7380415
Cdc123	3.1264813
Nudt5	4.0813203
Gm13199	3.2406223
Sec61a2	5.1015363
Gm13267	-1.8192406
Dhtkd1	0.3084683
Upf2	4.0596943
5430407P10Rik	0.6237029
Echdc3	0.86367166
A230108P19Rik	-5.489118
Gm13383	-2.6579657
Usp6nl	2.171429
Gm13388	-0.78072184
Gm13391	-0.91822535
Celf2	3.4725835
Gm13389	-3.5210779
Gm10855	-5.5125866
Gm10115	-4.463501
Gm17437	-4.991917
Gm13390	-1.3612773
Gm13211	-3.646421
1700061F12Rik	-3.9761927
Gm13219	-6.4629135
Gm13218	-2.2512543
Gata3	-1.3067906
Gm13256	-2.0717707
4930412O13Rik	-1.0214688
9230102O04Rik	-3.9182253
Gm13262	-5.1829734
Taf3	2.8209753
Atp5c1	4.015648
Kin	3.0223958
Itih2	1.0917513
Itih5	-3.2965999
Gm13261	-4.1957593
Sfmbt2	0.24572518
Gm10852	-2.5142887
Gm13264	-2.4398105
Prkcq	-6.8898745
Gm13293	-3.5872684
Gm13291	-3.556757
Pfkfb3	0.31083962
Rbm17	4.3717275
Gm17355	0.043706525
Gm17490	-0.17868572
Il2ra	-6.515139
Il15ra	-4.4721684
Fbxo18	4.376593
Ankrd16	2.4685771
Itga8	-4.5558095
E030013I19Rik	-5.628195
Fam188a	2.823041
Pter	0.07261938
C1ql3	-5.4752016
Rsu1	1.2427566
Gm13270	-3.5434806
Cubn	-2.0858817
Trdmt1	1.6169475
Gm9875	-5.4757843
Vim	2.1792428
St8sia6	-0.7146414
Ptpla	-0.10276967
4921530L18Rik	1.6268669
Stam	1.8359283
Fam23a	-6.0295424
Mrc1	0.56239796
Slc39a12	-5.5982246
Gm13266	-3.4517043
Cacnb2	0.56078017
Gm13269	4.436024
Nsun6	2.5740128
Arl5b	0.91217697
Gm13364	-3.294163
Gm13318	0.6815642
Plxdc2	-4.0042224
Gm13322	-2.1439204
Nebl	-6.2370644
Gm13324	-3.3536906
H2afb1	-3.2375796
A930004D18Rik	-0.27950323
Gm13330	-2.8013186
2810030E01Rik	0.17595653
1810059C17Rik	1.7232591
Mllt10	4.357261
Dnajc1	3.512552
Commd3	5.214663
Bmi1	2.307104
Gm13334	0.082700826
BC061194	-1.1974555
RP23-396N6.7	-4.636034
Pip4k2a	3.5489135
4930426L09Rik	-2.2382388
Armc3	-0.80572075
4930447M23Rik	-4.995822
Msrb2	-2.4767153
Gm13344	-4.805959
Gm13336	-4.0406094
Ptf1a	-4.7598267
1810010K12Rik	-5.3619075
4921504E06Rik	-5.3644266
Gm13348	-3.4798553
Otud1	3.3501494
Gm13346	-6.0287485
Etl4	-0.14469872
Gm17171	-3.2621017
Gm13335	-3.325527
Gm13362	-2.1769671
Arhgap21	3.8075745
Gm13380	-3.689246
Gm13375	4.3973804
Gm13376	-2.8567576
Enkur	2.136758
Thnsl1	3.8226962
Gm13327	-5.6218925
Gpr158	-7.197526
Myo3a	-5.4199085
Gad2	-6.7220244
1700092C17Rik	-2.777323
Apbb1ip	-5.905439
Pdss1	1.5915161
Abi1	3.582321
Acbd5	1.4218175
Mastl	1.8338708
Yme1l1	3.1098952
4931423N10Rik	-5.1700726
Nxph2	-5.534002
Spopl	1.5263706
Hnmt	-1.2531587
Tbpl2	0.8431186
Il1f8	-4.450519
Il1f9	-4.8879066
Il1f6	-3.9876754
Il1f5	-5.7254577
Il1f10	-3.2728684
Gm13411	-2.8948927
Il1rn	-5.8484144
Psd4	-1.9030721
Pax8	-2.917869
Gm13415	-5.942873
Gm13417	-3.2593977
Cacna1b	-1.0067952
Ehmt1	4.2186923
Arrdc1	4.68088
Zmynd19	4.8730946
Wdr85	1.6133374
Mrpl41	2.743002
Pnpla7	2.6608129
Nelf	0.3225661
Entpd8	-5.6097355
Noxa1	-4.86051
Gm13387	-5.69376
Nrarp	-0.33424437
A830007P12Rik	-0.60880715
Cobra1	4.569898
4933433C11Rik	-2.3899946
Fam166a	-1.8631839
Tubb2c	5.0325217
Slc34a3	-5.404754
Gm757	-4.0302563
2310002J15Rik	-1.2406383
Rnf208	1.2649208
Ndor1	4.681816
Tmem203	4.1589413
Tprn	3.5074399
Ssna1	5.2860293
Anapc2	6.622111
Tmem210	-3.2182143
Lrrc26	-4.418152
Grin1	-7.445175
E130003G02Rik	-5.6987586
AA543186	0.39260188
Man1b1	3.9615278
Dpp7	2.085465
Uap1l1	-2.3401303
2010317E24Rik	0.7777831
Entpd2	1.523316
Npdc1	1.4537492
Fut7	-5.29218
Abca2	5.3333154
BC029214	0.29552472
Clic3	-0.8624712
Ptgds	-1.7367783
Lcn12	-3.8271148
C8g	3.3607953
Fbxw5	5.2042665
Traf2	2.4349327
Edf1	3.7624834
Mamdc4	0.78502804
Phpt1	2.623286
Gm996	-3.0730033
Gm17550	-3.2073812
B230208H17Rik	3.700576
Gm13520	0.09884813
4921530D09Rik	-0.5294207
Tmem141	-3.1812596
Fcna	-1.0298021
Lcn8	-3.3959165
Lcn5	-3.9860406
Lcn6	-4.864074
Lcn10	-4.3125415
Lcn13	-3.5885618
A230005M16Rik	-0.5235142
Bmyc	1.1922666
Lcn14	-3.7171056
Lcn3	-3.6192582
Lcn11	-3.550134
Gm13538	-3.299438
Gm13539	-3.4205747
Glt6d1	-4.655705
Lcn9	-3.9139326
Sohlh1	8.126603
Kcnt1	3.4787512
Camsap1	3.2818737
Ubac1	5.577338
Nacc2	3.6927593
Gm13554	3.8076391
C330006A16Rik	5.7313967
1810012K08Rik	5.510204
Gm13553	-5.1453857
Lhx3	-4.602552
Qsox2	3.7027566
C030048H21Rik	-1.6001495
C030048H21Rik	-0.8438186
4932418E24Rik	-1.4003419
Gpsm1	0.015834082
Dnlz	3.3234653
Card9	-0.7529918
Gm13562	3.050133
Snapc4	3.5828512
Gm13563	4.0646186
Sdccag3	5.21671
Pmpca	5.0292735
Inpp5e	3.6971245
Sec16a	5.2735915
0610009E02Rik	0.96730363
Gm13568	-1.2653402
Notch1	-1.6174347
Egfl7	-2.5336215
Gm20532	3.201248
Agpat2	2.7268493
Fam69b	3.3278532
Snhg7	-0.36257833
5730588L14Rik	-3.4109812
Lcn4	-3.7975957
Abo	1.5031383
Surf6	3.3495984
Med22	3.9321163
Rpl7a	6.7314415
Surf1	3.3888779
Surf2	1.9438081
Surf4	6.981053
Gm711	1.9085059
Rexo4	3.3859768
Adamts13	-4.360016
5930434B04Rik	3.437297
Slc2a6	-4.113247
Gm13398	-5.519553
Tmem8c	-4.762694
Adamtsl2	-7.1659274
Fam163b	-2.9953341
Gm13399	-5.0223827
Dbh	-5.5958686
Sardh	-1.8717082
Gm17071	0.4857113
Vav2	1.1198963
AA645442	-2.356224
Brd3	4.270321
Wdr5	5.9554033
Gm13421	-0.891304
Rxra	3.0938046
2810430I11Rik	-3.2025325
Col5a1	0.0789575
Gm13372	-2.4756675
Fcnb	-4.588346
Gm13371	-1.9228469
F730016J06Rik	0.17968437
Olfm1	-0.14378498
Gm13373	-3.556757
Gm347	3.6391578
1700007K13Rik	-3.9637878
Mrps2	4.2337546
Gbgt1	-0.041869037
Gm10134	-0.6230499
Ralgds	3.620683
Cel	-2.2809668
Gtf3c5	4.026655
Gm13381	-2.415725
Gfi1b	-3.8870308
Tsc1	4.004092
1700026L06Rik	0.31252348
Ak8	-0.46110633
Gtf3c4	3.7455273
Ddx31	3.120613
Barhl1	-4.395547
1700101E01Rik	-1.1797159
Ttf1	2.1391647
Gm13395	-5.0461116
Gm13393	-2.8307626
Setx	5.249111
Ntng2	-3.6827612
6530402F18Rik	-6.477501
Med27	3.3743258
Gm13402	3.8520334
Rapgef1	4.5882783
Gm13420	-2.2973304
Gm11129	0.043706525
Trub2	2.4783738
Gm13547	-1.5251361
Coq4	3.4911656
Slc27a4	5.428343
Urm1	3.580632
2600006K01Rik	-1.0085768
Cercam	1.1091528
Odf2	4.1574936
Gle1	3.1555147
Spna2	5.1698847
Wdr34	4.518127
Set	3.744419
Pkn3	-1.4604899
Zdhhc12	2.298636
Zer1	4.0936666
Tbc1d13	4.3964863
Endog	3.6381383
D2Wsu81e	3.5967479
Ccbl1	2.7411437
Lrrc8a	4.2305117
Phyhd1	1.4280158
Dolk	4.5584497
Nup188	5.506371
Gm14471	3.4920828
Sh3glb2	5.470728
Fam73b	1.5071994
Dolpp1	3.6250947
Crat	4.3091154
Gm16323	2.7858524
Ppp2r4	5.10499
Ier5l	4.0887766
Gm14487	-2.7625027
Cstad	-4.464675
9330198N18Rik	-4.4856515
Gm14486	-1.6751115
Gm14488	-5.8425546
1700001O22Rik	-4.4944177
4930527E20Rik	-2.656733
Mettl11a	2.4947703
Asb6	2.9230144
Prrx2	-5.131404
Ptges	-2.1834624
Tor1b	1.847614
Tor1a	3.6380067
BC005624	1.896826
Usp20	2.9257276
Fnbp1	1.8802655
D330023K18Rik	1.056357
Gpr107	3.5241914
Gm13405	-1.5170084
Ncs1	-0.61863834
Hmcn2	-3.3213146
Ass1	-0.9732775
Fubp3	3.0019302
Gm13425	-3.5980105
Prdm12	-2.9983537
Exosc2	3.546207
Gm13427	0.7770336
Abl1	3.60281
Qrfp	-0.92075366
Fibcd1	-4.678456
Gm13441	-4.3912306
Lamc3	-6.6218657
Aif1l	-2.8127997
Gm13442	-3.5742707
Nup214	4.212785
Gm13609	3.207905
Fam78a	0.68248165
Gm16534	2.6022906
Ppapdc3	-0.4854203
Prrc2b	3.9587712
Gm13610	3.1762369
Pomt1	3.2423728
Uck1	-0.66778815
Swi5	5.2023945
Golga2	4.573238
Dnm1	-1.3609103
Ciz1	1.4781095
1110008P14Rik	2.0864446
Lcn2	-5.370078
Ptges2	4.438566
Slc25a25	2.7098155
Naif1	1.2674282
Gm13412	-3.6044178
Fam102a	3.3177578
Dpm2	4.9731116
9430097D07Rik	-4.753114
Pip5kl1	-5.4856515
Gm17343	0.043706525
St6galnac4	-1.7058276
St6galnac6	-0.23832877
Ak1	-4.4970026
Eng	-2.0606298
Fpgs	2.9097164
Cdk9	3.0037348
Sh2d3c	-2.080897
6330409D20Rik	-4.6842136
Ttc16	2.1736348
Tor2a	2.7158537
Ptrh1	2.2144709
1700019L03Rik	1.1079428
Stxbp1	3.0583737
Gm13524	-3.572093
Gm13523	-3.1321433
Fam129b	-0.0104087
Lrsam1	3.1580846
Rpl12	5.8664446
Slc2a8	0.51566017
Garnl3	2.30408
Ralgps1	4.7282677
Gm13528	-2.8808858
Angptl2	-1.2078977
Zbtb34	3.0784564
Gm13536	-3.7826064
Zbtb43	3.3509262
Gm13530	-2.808736
Lmx1b	1.1765176
C130021I20Rik	-1.0186803
9430024E24Rik	-1.5271609
Fam125b	3.7989578
A630071L07Rik	-2.424837
Gm13403	-6.048072
Gm13404	-5.138044
C230014O12Rik	-3.0902796
Pbx3	3.302734
C79798	-3.4705324
Mapkap1	4.818625
Gapvd1	4.753281
Hspa5	8.44976
Rabepk	2.5809853
Fbxw2	4.333883
Psmd5	4.900903
D730039F16Rik	-1.6022195
Phf19	-2.0995376
Gm13448	-5.052374
Traf1	-0.52797717
Hc	-3.077539
Gm13449	-4.4670205
AI182371	-1.7962528
Cep110	2.9888384
Rab14	4.98861
Gm13605	-3.5633495
Gsn	0.24277812
Stom	2.1329741
4930568D16Rik	-4.4623256
4930402F06Rik	-4.6234703
Ggta1	-0.85829026
Gm13447	-3.6771393
Gm13446	-3.8685176
Dab2ip	2.9440293
Ttll11	3.3249106
9030204H09Rik	-3.552345
Ndufa8	6.322261
Morn5	5.506991
Lhx6	-0.28279415
Rbm18	2.6261535
Mrrf	2.2002537
Gm13429	-4.612917
Gm13431	-3.8861544
Ptgs1	-3.3877676
Olfr338	-4.0484633
Olfr339	-4.062493
Olfr340	-4.076387
Olfr341	-4.080989
Olfr342	-4.2430654
Olfr344	-4.062493
Olfr345	-4.0717707
Olfr346	-4.062493
Olfr347	-4.08252
Olfr348	-4.1815457
Olfr50	-4.0931897
Olfr3	-4.080989
Olfr350	-4.076387
Olfr351	-4.067139
Olfr352	-4.0901494
Olfr353	-4.0717707
Olfr354	-4.283555
Olfr355	-4.067139
Olfr356	-4.0901494
Olfr357	-4.2941628
Olfr358	-4.2498927
Olfr360	-4.678152
Olfr361	-4.121759
Gm13434	-3.037456
Olfr362	-4.0992513
Olfr364-ps1	-4.053155
Olfr365	-4.076387
Olfr366	-4.062493
Olfr367-ps	-4.3125415
Olfr368	-4.1453857
Pdcl	2.1054437
Rc3h2	1.8662171
Zbtb6	1.8831584
Zbtb26	3.1443374
Rabgap1	4.9115744
Strbp	3.5809083
Gpr21	-2.3305602
Crb2	0.8704392
Dennd1a	5.264586
Gm13556	0.26254135
Lhx2	-0.7973642
Gm13584	-3.43742
Gm13589	-4.911351
Nek6	-0.31306332
Psmb7	6.3270965
Gm13587	-2.7171056
Nr5a1	-0.05519743
4933433P16Rik	-4.056274
Nr6a1	4.35444
Gm13507	-3.847064
Olfml2a	-1.0033404
Gm13496	0.3494455
Wdr38	2.0178483
Rpl35	5.9793715
Arpc5l	4.417986
Golga1	3.5096424
Scai	1.2731885
Ppp6c	3.0320332
Lrp1b	-2.5240135
Kynu	-6.9168744
Arhgap15	-5.616725
A430092G05Rik	-4.983585
Gtdc1	1.3587292
Zeb2	-4.372082
Gm13476	-4.6401978
Gm13479	-6.406588
1700019E08Rik	-3.8983734
Gm13465	-3.9845676
Gm13467	-1.183829
Gm13470	-2.9190822
Gm13481	-4.959629
Acvr2a	1.1140234
Orc4	1.6017239
Mbd5	2.6437063
Epc2	3.58121
Kif5c	2.0553753
Lypd6b	0.6915463
Gm13480	-4.16719
Lypd6	0.10080124
Mmadhc	5.181976
Gm13483	-4.5379124
Gm13485	-3.4135375
Rnd3	-2.2562544
Gm13497	-5.194344
Gm13499	-3.43742
1700057H21Rik	-3.646421
Tas2r134	-4.0103703
Gm13490	-5.4356246
Rbm43	1.3562899
Nmi	-1.6939801
Tnfaip6	-3.2042208
Rif1	4.8753486
Neb	4.1114907
Gm13522	-3.0311284
Arl5a	2.5745907
A430018G15Rik	0.6677193
Cacnb4	0.1557779
Gm13540	1.5780431
Stam2	3.8348799
Fmnl2	2.167864
Gm17489	-2.9467442
Prpf40a	2.5233843
Arl6ip6	1.4450693
Rprm	-2.2392273
Galnt13	-7.1325126
Gm14033	-5.362538
Gm17595	-6.275547
Kcnj3	-6.5498576
Nr4a2	-0.013943587
BB557941	-4.3007536
4930555B11Rik	-4.783548
A930012O16Rik	-0.55159104
Gpd2	-0.14149912
Galnt5	-6.3248806
Ermn	-6.0291457
Cytip	-6.9207945
Gm13546	-4.5990806
Acvr1c	-7.2311764
Gm13544	-5.7230062
Acvr1	0.5075044
Gm17409	-3.9592957
Upp2	-5.2484617
Gm13558	-3.3151479
Ccdc148	-1.2976414
Gm11099	-1.0342958
Pkp4	4.862534
5330411J11Rik	-5.025569
Dapl1	-3.6086738
Tanc1	2.7501512
Wdsub1	3.6113236
Baz2b	1.615084
Gm13572	-3.1761072
Gm13620	0.27534604
Mar-07	2.7961392
Cd302	-2.8674521
Ly75	-1.6815139
Gm13571	-3.6483855
Gm13580	-3.346064
Pla2r1	-1.6662142
Gm13583	-5.021585
Itgb6	-3.5233111
Rbms1	2.4362118
Gm13582	-5.575902
Tank	2.4880857
Psmd14	4.2575407
Tbr1	-2.8859792
Slc4a10	-2.4507315
Dpp4	-1.5456003
Gm13561	-5.0358768
Gm13565	-3.652617
Gm13564	-3.5611556
Gcg	-4.7463703
Fap	-6.668502
Ifih1	-6.4795938
Gca	-0.11211024
Kcnh7	-4.773727
Gm13569	-3.3663127
Fign	-1.2665466
Gm13575	-4.771261
Grb14	-1.4007435
Cobll1	4.217316
Gm13594	0.5152111
Slc38a11	-6.2778873
Scn3a	-7.8201356
Gm13595	-3.1497731
Scn2a1	-7.378047
Csrnp3	-2.6855597
Gm13619	-5.111449
Gm13617	-3.6001496
Galnt3	1.2308991
Ttc21b	1.399337
Gm13618	-2.6343653
Scn1a	-7.636946
Gm13630	-6.0350866
Gm13629	-4.3663125
Scn9a	-5.1158957
Scn7a	-6.8905735
Gm13598	-3.4891183
Gm1322	-3.6608374
Gm13599	-3.6065474
F830016D02Rik	-5.5964046
Xirp2	-7.7496257
Gm13601	-2.8596172
B3galt1	-1.1362921
Stk39	1.919102
Gm13596	-2.3912303
4933409G03Rik	-1.8759513
4932414N04Rik	-6.2892
Lass6	3.1516943
Nostrin	0.8753091
Spc25	3.6937044
G6pc2	-2.9963088
Abcb11	-1.3059331
Gm13613	-2.2233298
Dhrs9	-6.113135
Lrp2	-1.4623399
Bbs5	1.2495673
Kbtbd10	-2.546399
Fastkd1	2.7485197
Ppig	3.4528258
4930578N16Rik	2.391348
Phospho2	4.6479697
Klhl23	3.254545
Ssb	5.533781
Mettl5	2.9570944
Gm13625	-1.9562933
4930550G17Rik	-1.4309458
Ubr3	4.888571
Gm13631	-3.5545526
Myo3b	-6.9935865
Sp5	0.58684903
1500002O10Rik	0.16461588
Gm16292	-3.4493337
4933404M02Rik	0.800116
Gad1	-6.948571
Gorasp2	5.003562
Tlk1	4.5510373
Gm13632	-2.7863684
Mettl8	2.6472979
Dcaf17	2.4904299
Cybrd1	-0.26183164
Dync1i2	3.3946137
Slc25a12	-0.8913602
Hat1	5.775978
Metap1d	2.632797
Dlx1as	-0.19649701
Dlx1	-0.38098818
Dlx2	-3.5281725
Gm1631	-2.373583
Gm13647	-3.3301737
Itga6	3.5354
Gm13663	-4.230693
Gm17250	-4.1815457
Gm13662	-3.6771393
Pdk1	3.8628561
Gm13746	-3.4421973
Rapgef4	-1.4065255
Gm13634	-3.5188186
BB114351	-3.511564
4732447D17Rik	-5.968349
B230120H23Rik	0.432272
Cdca7	1.1513296
8430437L04Rik	-4.900978
6430710C18Rik	-2.3905244
Sp3	3.7635834
Gm11084	-0.30993026
1700011J10Rik	3.8150334
Ola1	4.3186936
Sp9	2.055386
Cir1	0.8171981
Scrn3	2.5438256
Gpr155	-2.257637
Gm13703	-3.0119777
Gm13709	-3.4635007
D230022J07Rik	-0.93204576
Gm13707	0.043706525
Wipf1	-1.5305295
Gm13708	-2.808736
Chrna1	-6.300096
Gm13705	-3.5026734
Gm13704	1.9838071
Chn1	3.60578
Gm13706	-3.3622856
Atf2	3.5245752
Gm10822	-3.644349
Atp5g3	5.54194
A630050E04Rik	-3.3838003
Gm13667	-3.4705324
4930441J16Rik	-3.2126331
Lnp	1.626461
4930445N08Rik	-2.4914246
Evx2	-6.3351903
Hoxd13	-5.4792743
Hoxd12	-5.556206
Hoxd11	-4.8701134
Gm20440	-1.7475286
Hoxd10	-5.573727
Gm14396	-3.325527
Hoxd9	-1.1414993
1700109F18Rik	-2.7298877
Hoxd8	3.1795843
Hoxd3	-2.8488088
Hoxd4	-1.283868
6720416L17Rik	-4.3103223
Gm14424	-4.0071497
Gm14426	-2.1614077
Hoxd1	-0.45338303
Mtx2	4.078613
Gm13652	-5.9378076
A330043C09Rik	-4.180116
Gm13659	-3.5545526
Gm13658	-4.0609407
Gm13660	-3.697261
Hnrnpa3	2.5215895
Nfe2l2	2.5279386
E030042O20Rik	0.22671513
Gm13656	-2.6318583
Gm13657	-5.122503
Agps	2.664377
Ttc30b	-0.5357176
Ttc30a2	-2.5204005
Ttc30a1	1.1260008
Pde11a	-4.3959165
Cyct	3.2534578
Rbm45	4.767692
Osbpl6	-0.886744
Prkra	1.9189516
Dfnb59	-4.463031
Fkbp7	-3.435265
Plekha3	3.185985
Ttn	-0.38059753
Gm13938	-3.1468499
