gene	sample	expression
PI3	Tumor_12	-0.887788507
CDH5	Tumor_12	-0.943329977
SPRR1A	Tumor_12	0.799232126
AKR1B10	Tumor_12	-2.334454851
PTPRZ1	Tumor_12	0.141195073
TENC1	Tumor_12	-0.284001835
MMP10	Tumor_12	1.513112216
ADH1C	Tumor_12	-0.119606319
COL3A1	Tumor_12	2.626269621
SCGB1A1	Tumor_12	-2.267543364
FHL1	Tumor_12	-0.18882727
SPP1	Tumor_12	1.660161696
LAD1	Tumor_12	1.116172827
CLDN18	Tumor_12	-2.118627097
CDCA5	Tumor_12	-1.64391562
KRT16	Tumor_12	1.817327138
KRT5	Tumor_12	3.312764468
PERP	Tumor_12	0.743984311
NTS	Tumor_12	-1.989470452
HPGD	Tumor_12	-0.517325506
MFAP4	Tumor_12	-1.150066985
SLC2A1	Tumor_13	2.065542918
NBPF14	Tumor_13	0.460560138
SPRR2C	Tumor_13	3.603358219
TSHZ2	Tumor_13	-1.793077293
ALDH3A1	Tumor_13	-2.1514929725
PEBP4	Tumor_13	-0.542284548
AKR1C3	Tumor_13	-0.159724656
FMO2	Tumor_13	0.008488208
PVRL4	Tumor_13	2.672679968
FAM75A1	Tumor_13	-0.624785091
C1orf187	Tumor_13	0.758616697
COL1A1	Tumor_13	0.463114589
HBE1	Tumor_13	-1.070649203
TP63	Tumor_13	4.618746478
SFTPC	Tumor_13	-0.568213463
BBC3	Tumor_13	1.24238933
ALDH3B2	Tumor_13	1.226266696
SPRR3	Tumor_13	4.076673431
S1PR1	Tumor_13	-0.9666127665
KRT17	Tumor_13	3.320547305
ADRB1	Tumor_13	-0.509285341
KRT14	Tumor_13	2.450664348
SPRR2G	Tumor_13	2.790724248
LYPD3	Tumor_13	2.757976087
AKR1C2	Tumor_13	-0.123681416666667
IGSF10	Tumor_13	0.202172419
PVRL1	Tumor_13	3.094028275
SPRR1B	Tumor_13	3.5598634735
WDR72	Tumor_13	2.55141761
FABP4	Tumor_13	0.299560282
LOC100132639	Tumor_13	1.544397561
SERPINB3	Tumor_13	3.30689528
FGF11	Tumor_13	1.323166688
KRT13	Tumor_13	3.340692064
LOC729070	Tumor_13	-0.976718935
TTK	Tumor_13	0.06486219
GJB2	Tumor_13	3.254538031
CLCA2	Tumor_13	2.616285385
PI4KAP1	Tumor_13	-0.271871769
PFN2	Tumor_13	-0.291985571
SFTPH	Tumor_13	1.229743265
EPAS1	Tumor_13	-1.075995187
AGER	Tumor_13	-1.237955887
LOC346085	Tumor_13	-0.535630955
SFN	Tumor_13	2.115209779
DSG3	Tumor_13	3.5853084945
AQP4	Tumor_13	1.1775806165
KRT15	Tumor_13	2.591346533
MMP12	Tumor_13	2.57701319
CTHRC1	Tumor_13	0.318277485
ADH1B	Tumor_13	-0.426827001
PI3	Tumor_13	0.996986012
CDH5	Tumor_13	-0.603770234
SPRR1A	Tumor_13	3.121860078
AKR1B10	Tumor_13	-0.30951432
PTPRZ1	Tumor_13	2.434782878
TENC1	Tumor_13	-0.788360236
MMP10	Tumor_13	2.528600058
ADH1C	Tumor_13	0.351017303
COL3A1	Tumor_13	0.136730002
SCGB1A1	Tumor_13	-0.83182039
FHL1	Tumor_13	-0.735275943
SPP1	Tumor_13	1.224382877
LAD1	Tumor_13	3.254507019
CLDN18	Tumor_13	-0.605495133
CDCA5	Tumor_13	-0.612858434
KRT16	Tumor_13	2.745394733
KRT5	Tumor_13	3.539103683
PERP	Tumor_13	2.187952688
NTS	Tumor_13	2.961479471
HPGD	Tumor_13	1.297646876
MFAP4	Tumor_13	-2.144148788
SLC2A1	Tumor_14	0.851018051
NBPF14	Tumor_14	2.319508987
SPRR2C	Tumor_14	4.069340985
TSHZ2	Tumor_14	-1.823880819
ALDH3A1	Tumor_14	-1.4746454775
PEBP4	Tumor_14	-2.210829336
AKR1C3	Tumor_14	-0.256572303
FMO2	Tumor_14	-0.558388967
PVRL4	Tumor_14	1.796602111
FAM75A1	Tumor_14	-1.536329113
C1orf187	Tumor_14	-0.289230224
COL1A1	Tumor_14	-1.075104635
HBE1	Tumor_14	-1.835192986
TP63	Tumor_14	5.585275552
SFTPC	Tumor_14	-2.059922022
BBC3	Tumor_14	2.452102807
ALDH3B2	Tumor_14	0.031339052
SPRR3	Tumor_14	3.795058392
S1PR1	Tumor_14	-1.335425364
KRT17	Tumor_14	3.700995188
ADRB1	Tumor_14	-0.524027502
KRT14	Tumor_14	1.962709511
SPRR2G	Tumor_14	3.808187406
LYPD3	Tumor_14	2.449419146
AKR1C2	Tumor_14	0.280436682666667
IGSF10	Tumor_14	-0.422007054
PVRL1	Tumor_14	0.446224641
SPRR1B	Tumor_14	3.6272392405
WDR72	Tumor_14	0.884560828
FABP4	Tumor_14	0.077329181
LOC100132639	Tumor_14	1.77460634
SERPINB3	Tumor_14	3.084701702
FGF11	Tumor_14	-1.560132122
KRT13	Tumor_14	2.1164198955
LOC729070	Tumor_14	-1.285102936
TTK	Tumor_14	-1.504101395
GJB2	Tumor_14	1.652203532
CLCA2	Tumor_14	1.637128433
PI4KAP1	Tumor_14	-2.159001894
PFN2	Tumor_14	-1.348892311
SFTPH	Tumor_14	-0.672931345
EPAS1	Tumor_14	-2.174308193
AGER	Tumor_14	-1.813386663
LOC346085	Tumor_14	-2.12691564
SFN	Tumor_14	0.823574439
DSG3	Tumor_14	3.2430613465
AQP4	Tumor_14	-0.1688646995
KRT15	Tumor_14	0.349596802
MMP12	Tumor_14	4.20205822
CTHRC1	Tumor_14	-0.667727289
ADH1B	Tumor_14	-1.063144347
PI3	Tumor_14	3.309991774
CDH5	Tumor_14	-1.28828631
SPRR1A	Tumor_14	3.097547986
AKR1B10	Tumor_14	1.235634659
PTPRZ1	Tumor_14	1.219887407
TENC1	Tumor_14	-1.914810259
MMP10	Tumor_14	0.759980161
ADH1C	Tumor_14	0.077834883
COL3A1	Tumor_14	-0.533965899
SCGB1A1	Tumor_14	0.261156519
FHL1	Tumor_14	-0.776215433
SPP1	Tumor_14	1.879405273
LAD1	Tumor_14	1.507032155
CLDN18	Tumor_14	-2.894910589
CDCA5	Tumor_14	-1.794852412
KRT16	Tumor_14	2.046843698
KRT5	Tumor_14	3.394348269
PERP	Tumor_14	1.833808746
NTS	Tumor_14	-1.187025585
HPGD	Tumor_14	-0.595594558
MFAP4	Tumor_14	-2.439963184
SLC2A1	Tumor_15	-0.883032656666667
NBPF14	Tumor_15	4.343354653
SPRR2C	Tumor_15	1.572879208
TSHZ2	Tumor_15	-2.142112344
ALDH3A1	Tumor_15	-2.108435358
PEBP4	Tumor_15	0.186331198
AKR1C3	Tumor_15	-0.942412317
FMO2	Tumor_15	0.431821396
PVRL4	Tumor_15	1.32030584
FAM75A1	Tumor_15	-0.301286486
C1orf187	Tumor_15	2.401238777
COL1A1	Tumor_15	1.81144498
HBE1	Tumor_15	-3.52436e-4
TP63	Tumor_15	5.97610509
SFTPC	Tumor_15	-1.331390043
BBC3	Tumor_15	2.082431754
ALDH3B2	Tumor_15	3.498741491
SPRR3	Tumor_15	2.946953293
S1PR1	Tumor_15	0.888200828
KRT17	Tumor_15	0.497621142
ADRB1	Tumor_15	-0.120294234
KRT14	Tumor_15	0.370182369
SPRR2G	Tumor_15	1.750640531
LYPD3	Tumor_15	1.092031391
AKR1C2	Tumor_15	-0.182560464333333
IGSF10	Tumor_15	0.346085865
PVRL1	Tumor_15	0.458651151
SPRR1B	Tumor_15	2.0852841245
WDR72	Tumor_15	0.773005465
FABP4	Tumor_15	0.42005199
LOC100132639	Tumor_15	0.11358921
SERPINB3	Tumor_15	2.400939132
FGF11	Tumor_15	-0.181882298
KRT13	Tumor_15	0.707519602
LOC729070	Tumor_15	0.001891191
TTK	Tumor_15	-0.521072628
GJB2	Tumor_15	1.923559998
CLCA2	Tumor_15	0.795609714
PI4KAP1	Tumor_15	1.524093231
PFN2	Tumor_15	-1.82119749
SFTPH	Tumor_15	1.519679136
EPAS1	Tumor_15	-0.410748815
AGER	Tumor_15	-0.747819666
LOC346085	Tumor_15	-0.895628473
SFN	Tumor_15	-0.212247864
DSG3	Tumor_15	1.4835777595
AQP4	Tumor_15	2.995552296
KRT15	Tumor_15	0.36020337
MMP12	Tumor_15	1.514421022
CTHRC1	Tumor_15	2.337617425
ADH1B	Tumor_15	0.490106828
PI3	Tumor_15	0.193775546
CDH5	Tumor_15	0.292971997
SPRR1A	Tumor_15	2.489772297
AKR1B10	Tumor_15	-1.682922107
PTPRZ1	Tumor_15	0.420154142
TENC1	Tumor_15	0.389265665
MMP10	Tumor_15	1.547675268
ADH1C	Tumor_15	1.156540633
COL3A1	Tumor_15	3.976083494
SCGB1A1	Tumor_15	-1.860723168
FHL1	Tumor_15	0.896711461
SPP1	Tumor_15	0.062968615
LAD1	Tumor_15	0.905341254
CLDN18	Tumor_15	-1.061292481
CDCA5	Tumor_15	-1.317911252
KRT16	Tumor_15	0.413885742
KRT5	Tumor_15	2.496657022
PERP	Tumor_15	0.574302894
NTS	Tumor_15	2.730071484
HPGD	Tumor_15	0.835846093
MFAP4	Tumor_15	-0.521716787
SLC2A1	Tumor_16	1.67982101766667
NBPF14	Tumor_16	2.051047606
SPRR2C	Tumor_16	2.994112365
TSHZ2	Tumor_16	-1.255257055
ALDH3A1	Tumor_16	1.0033198715
PEBP4	Tumor_16	-0.049762465
AKR1C3	Tumor_16	1.847689428
FMO2	Tumor_16	-0.353721148
PVRL4	Tumor_16	1.68009881
FAM75A1	Tumor_16	-0.549964418
C1orf187	Tumor_16	1.30677587
COL1A1	Tumor_16	1.678660619
HBE1	Tumor_16	-0.863646633
TP63	Tumor_16	4.085764554
SFTPC	Tumor_16	0.166733089
BBC3	Tumor_16	1.752072487
ALDH3B2	Tumor_16	3.286119107
SPRR3	Tumor_16	1.024453044
S1PR1	Tumor_16	-0.513477689
KRT17	Tumor_16	3.248218409
ADRB1	Tumor_16	-1.125389101
KRT14	Tumor_16	4.473837504
SPRR2G	Tumor_16	2.486354904
LYPD3	Tumor_16	-0.491140478
AKR1C2	Tumor_16	1.30174341133333
IGSF10	Tumor_16	0.004081177
PVRL1	Tumor_16	0.661414561
SPRR1B	Tumor_16	2.309017114
WDR72	Tumor_16	1.414643697
FABP4	Tumor_16	-0.252110018
LOC100132639	Tumor_16	1.905898712
SERPINB3	Tumor_16	0.806007239
FGF11	Tumor_16	0.331843564
KRT13	Tumor_16	1.983668704
LOC729070	Tumor_16	-0.527726317
TTK	Tumor_16	-0.285342068
GJB2	Tumor_16	4.256671904
CLCA2	Tumor_16	1.960417406
PI4KAP1	Tumor_16	1.219009782
PFN2	Tumor_16	-1.706679466
SFTPH	Tumor_16	0.720144744
EPAS1	Tumor_16	-1.137304339
AGER	Tumor_16	-1.007640772
LOC346085	Tumor_16	0.457945748
SFN	Tumor_16	1.619843863
DSG3	Tumor_16	3.4824344455
AQP4	Tumor_16	1.197107517
KRT15	Tumor_16	2.580379206
MMP12	Tumor_16	3.36241312
CTHRC1	Tumor_16	0.876038971
ADH1B	Tumor_16	-1.371432138
PI3	Tumor_16	-0.417432014
CDH5	Tumor_16	-0.379733613
SPRR1A	Tumor_16	1.283792966
AKR1B10	Tumor_16	1.080104341
PTPRZ1	Tumor_16	0.893266713
TENC1	Tumor_16	-0.912003519
MMP10	Tumor_16	0.645017624
ADH1C	Tumor_16	-1.278449458
COL3A1	Tumor_16	1.934142918
SCGB1A1	Tumor_16	-1.808014078
FHL1	Tumor_16	-0.06638413
SPP1	Tumor_16	1.09588183
LAD1	Tumor_16	1.955705621
CLDN18	Tumor_16	-1.215184937
CDCA5	Tumor_16	0.009535362
KRT16	Tumor_16	3.782892006
KRT5	Tumor_16	4.767425389
PERP	Tumor_16	1.210497815
NTS	Tumor_16	0.994482995
HPGD	Tumor_16	-0.009906958
MFAP4	Tumor_16	-1.737665762
SLC2A1	Tumor_17	0.157208212666667
NBPF14	Tumor_17	2.612584403
SPRR2C	Tumor_17	0.483104893
TSHZ2	Tumor_17	-2.189238476
ALDH3A1	Tumor_17	-2.189980677
PEBP4	Tumor_17	-1.912315598
AKR1C3	Tumor_17	0.325752857
FMO2	Tumor_17	-0.651096383
PVRL4	Tumor_17	1.220284758
FAM75A1	Tumor_17	-1.590709189
C1orf187	Tumor_17	1.284717016
COL1A1	Tumor_17	2.614523138
HBE1	Tumor_17	-1.987697033
TP63	Tumor_17	3.544835672
SFTPC	Tumor_17	-1.548416937
BBC3	Tumor_17	1.969838029
ALDH3B2	Tumor_17	2.89354457
SPRR3	Tumor_17	0.030534368
S1PR1	Tumor_17	-0.2821448665
KRT17	Tumor_17	2.163135836
ADRB1	Tumor_17	-1.838381818
KRT14	Tumor_17	3.682276189
SPRR2G	Tumor_17	0.097516506
LYPD3	Tumor_17	0.573420879
AKR1C2	Tumor_17	0.282996271
IGSF10	Tumor_17	-0.646235818
PVRL1	Tumor_17	1.652076697
SPRR1B	Tumor_17	0.676754776
WDR72	Tumor_17	0.026563605
FABP4	Tumor_17	-0.679678768
LOC100132639	Tumor_17	2.101975671
SERPINB3	Tumor_17	0.616213435
FGF11	Tumor_17	1.088149442
KRT13	Tumor_17	0.1005545345
LOC729070	Tumor_17	-1.867986703
TTK	Tumor_17	-0.558430918
GJB2	Tumor_17	4.011665765
CLCA2	Tumor_17	1.874338089
PI4KAP1	Tumor_17	-1.156388247
PFN2	Tumor_17	-0.510472364
SFTPH	Tumor_17	0.037243666
EPAS1	Tumor_17	-1.115658126
AGER	Tumor_17	-1.390772781
LOC346085	Tumor_17	-0.50352999
SFN	Tumor_17	2.893084796
DSG3	Tumor_17	2.230491835
AQP4	Tumor_17	0.569908437
KRT15	Tumor_17	0.317672925
MMP12	Tumor_17	3.186145744
CTHRC1	Tumor_17	1.476637695
ADH1B	Tumor_17	-1.286156964
PI3	Tumor_17	-0.194303666
CDH5	Tumor_17	-0.341345549
SPRR1A	Tumor_17	0.37470894
AKR1B10	Tumor_17	0.561571991
PTPRZ1	Tumor_17	-0.280900827
TENC1	Tumor_17	-0.221222257
MMP10	Tumor_17	3.175128596
ADH1C	Tumor_17	-1.943469904
COL3A1	Tumor_17	3.187250878
SCGB1A1	Tumor_17	-1.705165566
FHL1	Tumor_17	-0.018949775
SPP1	Tumor_17	-0.238037757
LAD1	Tumor_17	2.382892834
CLDN18	Tumor_17	-2.074347341
CDCA5	Tumor_17	-0.229918146
KRT16	Tumor_17	3.111785388
KRT5	Tumor_17	3.617527542
PERP	Tumor_17	0.889451684
NTS	Tumor_17	-3.328977107
HPGD	Tumor_17	-0.038346312
MFAP4	Tumor_17	-1.352859954
SLC2A1	Tumor_18	2.329339282
NBPF14	Tumor_18	4.706092504
SPRR2C	Tumor_18	2.681111195
TSHZ2	Tumor_18	-1.695871814
ALDH3A1	Tumor_18	-2.5211217025
PEBP4	Tumor_18	-1.788302179
AKR1C3	Tumor_18	-0.674869082
FMO2	Tumor_18	0.308634089
PVRL4	Tumor_18	2.451067635
FAM75A1	Tumor_18	-0.579563305
C1orf187	Tumor_18	1.846191038
COL1A1	Tumor_18	1.024740041
HBE1	Tumor_18	-2.117037069
TP63	Tumor_18	4.822257336
SFTPC	Tumor_18	-1.506445577
BBC3	Tumor_18	1.401448435
ALDH3B2	Tumor_18	3.294447358
SPRR3	Tumor_18	2.848577585
S1PR1	Tumor_18	-1.183565407
KRT17	Tumor_18	1.842178383
ADRB1	Tumor_18	-0.773484794
KRT14	Tumor_18	2.90442234
SPRR2G	Tumor_18	4.447236322
LYPD3	Tumor_18	2.184000187
AKR1C2	Tumor_18	-0.836716684
IGSF10	Tumor_18	0.424214636
PVRL1	Tumor_18	1.508621675
SPRR1B	Tumor_18	1.434725521
WDR72	Tumor_18	0.84054684
FABP4	Tumor_18	-0.164219179
LOC100132639	Tumor_18	0.508084973
SERPINB3	Tumor_18	5.380749421
FGF11	Tumor_18	0.317297885
KRT13	Tumor_18	3.4466320855
LOC729070	Tumor_18	-1.588714636
TTK	Tumor_18	-0.950574783
GJB2	Tumor_18	3.73537232
CLCA2	Tumor_18	3.248949213
PI4KAP1	Tumor_18	-2.657805094
PFN2	Tumor_18	-0.395426481
SFTPH	Tumor_18	-2.4165519
EPAS1	Tumor_18	-2.020530717
AGER	Tumor_18	-1.624143528
LOC346085	Tumor_18	-0.659012911
SFN	Tumor_18	1.362734311
DSG3	Tumor_18	3.7878010665
AQP4	Tumor_18	-1.0480038355
KRT15	Tumor_18	2.270848807
MMP12	Tumor_18	3.816124579
CTHRC1	Tumor_18	1.22179642
ADH1B	Tumor_18	-1.2592258
PI3	Tumor_18	0.781061406
CDH5	Tumor_18	-1.373261923
SPRR1A	Tumor_18	0.724213687
AKR1B10	Tumor_18	-0.913101888
PTPRZ1	Tumor_18	1.884020064
TENC1	Tumor_18	-1.144735093
MMP10	Tumor_18	3.796567181
ADH1C	Tumor_18	0.878646672
COL3A1	Tumor_18	1.638092816
SCGB1A1	Tumor_18	-2.21540452
FHL1	Tumor_18	-1.915897987
SPP1	Tumor_18	1.263690805
LAD1	Tumor_18	0.944349855
CLDN18	Tumor_18	-2.221169971
CDCA5	Tumor_18	-1.866371449
KRT16	Tumor_18	1.488252179
KRT5	Tumor_18	2.228781467
PERP	Tumor_18	1.486569214
NTS	Tumor_18	2.914166618
HPGD	Tumor_18	-0.746979094
MFAP4	Tumor_18	-2.633595281
SLC2A1	Tumor_19	1.435922046
NBPF14	Tumor_19	2.326154744
SPRR2C	Tumor_19	1.39086589
TSHZ2	Tumor_19	-2.086961784
ALDH3A1	Tumor_19	-2.17134053
PEBP4	Tumor_19	-1.825803085
AKR1C3	Tumor_19	-0.813612907
FMO2	Tumor_19	-0.151135698
PVRL4	Tumor_19	2.597089258
FAM75A1	Tumor_19	-0.707158772
C1orf187	Tumor_19	0.476514175
COL1A1	Tumor_19	1.441084253
HBE1	Tumor_19	-0.20701759
TP63	Tumor_19	4.66787719
SFTPC	Tumor_19	-0.696254712
BBC3	Tumor_19	0.679508137
ALDH3B2	Tumor_19	1.562695792
SPRR3	Tumor_19	0.202799299
S1PR1	Tumor_19	-0.724917332
KRT17	Tumor_19	1.8058910990000001
ADRB1	Tumor_19	-1.088134435
KRT14	Tumor_19	3.367091843
SPRR2G	Tumor_19	-0.112474729
LYPD3	Tumor_19	1.431108192
AKR1C2	Tumor_19	-0.879961284666667
IGSF10	Tumor_19	0.220568848
PVRL1	Tumor_19	2.706695536
SPRR1B	Tumor_19	0.341654736
WDR72	Tumor_19	2.269054797
FABP4	Tumor_19	-0.595267509
LOC100132639	Tumor_19	1.327891413
SERPINB3	Tumor_19	3.917334726
FGF11	Tumor_19	0.702977681
KRT13	Tumor_19	1.5176115395
LOC729070	Tumor_19	-0.912964331
TTK	Tumor_19	-0.604680735
GJB2	Tumor_19	0.989603856
CLCA2	Tumor_19	1.440044639
PI4KAP1	Tumor_19	-0.875323563
PFN2	Tumor_19	-1.185459317
SFTPH	Tumor_19	-0.769065607
EPAS1	Tumor_19	-0.592887437
AGER	Tumor_19	-1.878669106
LOC346085	Tumor_19	-1.362161554
SFN	Tumor_19	1.018752883
DSG3	Tumor_19	2.9722044425
AQP4	Tumor_19	-0.507832276
KRT15	Tumor_19	2.420492994
MMP12	Tumor_19	1.476159289
CTHRC1	Tumor_19	0.129732024
ADH1B	Tumor_19	0.510136226
PI3	Tumor_19	-0.306103128
CDH5	Tumor_19	-1.226611354
SPRR1A	Tumor_19	0.880481319
AKR1B10	Tumor_19	-2.786438478
PTPRZ1	Tumor_19	1.897443035
TENC1	Tumor_19	-0.186574304
MMP10	Tumor_19	-0.179403088
ADH1C	Tumor_19	2.516779433
COL3A1	Tumor_19	0.813064136
SCGB1A1	Tumor_19	-0.762818776
FHL1	Tumor_19	-0.784276655
SPP1	Tumor_19	-1.830334154
LAD1	Tumor_19	2.081723312
CLDN18	Tumor_19	-1.990152214
CDCA5	Tumor_19	-0.39572852
KRT16	Tumor_19	2.120636892
KRT5	Tumor_19	2.322854228
PERP	Tumor_19	1.947088652
NTS	Tumor_19	-2.291830806
HPGD	Tumor_19	-1.270043464
MFAP4	Tumor_19	-1.392170934
SLC2A1	Tumor_20	-1.61994968166667
NBPF14	Tumor_20	-0.413850584
SPRR2C	Tumor_20	0.371094152
TSHZ2	Tumor_20	-3.191318462
ALDH3A1	Tumor_20	-3.188383514
PEBP4	Tumor_20	-2.385897882
AKR1C3	Tumor_20	-3.525886709
FMO2	Tumor_20	-2.11398683
PVRL4	Tumor_20	-0.630842862
FAM75A1	Tumor_20	-0.957083295
C1orf187	Tumor_20	-0.054723186
COL1A1	Tumor_20	-0.104187204
HBE1	Tumor_20	0.196027717
TP63	Tumor_20	4.459431619
SFTPC	Tumor_20	-2.378896017
BBC3	Tumor_20	0.470220415
ALDH3B2	Tumor_20	0.241208043
SPRR3	Tumor_20	-0.364836686
S1PR1	Tumor_20	-1.0859964105
KRT17	Tumor_20	-1.303392143
ADRB1	Tumor_20	-0.633138736
KRT14	Tumor_20	-2.445903905
SPRR2G	Tumor_20	0.384480032
LYPD3	Tumor_20	-1.143432103
AKR1C2	Tumor_20	-2.14175689466667
IGSF10	Tumor_20	-1.762388191
PVRL1	Tumor_20	-1.350057468
SPRR1B	Tumor_20	-0.557834087
WDR72	Tumor_20	-0.591865361
FABP4	Tumor_20	-1.222947838
LOC100132639	Tumor_20	-0.28643901
SERPINB3	Tumor_20	-0.392959334
FGF11	Tumor_20	-2.973305133
KRT13	Tumor_20	-1.8208105855
LOC729070	Tumor_20	-1.691722501
TTK	Tumor_20	-1.552624879
GJB2	Tumor_20	-0.652805147
CLCA2	Tumor_20	0.342174626
PI4KAP1	Tumor_20	-3.284715198
PFN2	Tumor_20	-1.032898985
SFTPH	Tumor_20	-1.144076178
EPAS1	Tumor_20	-1.722781156
AGER	Tumor_20	-2.32330013
LOC346085	Tumor_20	-1.599260884
SFN	Tumor_20	-2.766569307
DSG3	Tumor_20	-0.378736237
AQP4	Tumor_20	-1.739166878
KRT15	Tumor_20	-1.010441747
MMP12	Tumor_20	1.112800602
CTHRC1	Tumor_20	-0.758071227
ADH1B	Tumor_20	-2.879293037
PI3	Tumor_20	-0.629162305
CDH5	Tumor_20	-1.384570547
SPRR1A	Tumor_20	-0.504720213
AKR1B10	Tumor_20	-2.341755008
PTPRZ1	Tumor_20	-0.601929708
TENC1	Tumor_20	-1.590199149
MMP10	Tumor_20	-1.548062918
ADH1C	Tumor_20	-1.628452324
COL3A1	Tumor_20	-0.643177115
SCGB1A1	Tumor_20	-2.473750275
FHL1	Tumor_20	-0.232158247
SPP1	Tumor_20	-2.878134455
LAD1	Tumor_20	-0.764760699
CLDN18	Tumor_20	-2.298553587
CDCA5	Tumor_20	-1.322260858
KRT16	Tumor_20	-1.51529651
KRT5	Tumor_20	-0.539487617
PERP	Tumor_20	-2.114965714
NTS	Tumor_20	-3.734188509
HPGD	Tumor_20	-0.931039745
MFAP4	Tumor_20	-5.006919414
SLC2A1	Tumor_21	2.47654483566667
NBPF14	Tumor_21	1.084921354
SPRR2C	Tumor_21	3.539440835
TSHZ2	Tumor_21	-2.290677161
ALDH3A1	Tumor_21	0.1592507185
PEBP4	Tumor_21	-2.696046612
AKR1C3	Tumor_21	1.459267393
FMO2	Tumor_21	-1.154439754
PVRL4	Tumor_21	1.693619564
FAM75A1	Tumor_21	-0.241233759
C1orf187	Tumor_21	2.095048917
COL1A1	Tumor_21	2.784421369
HBE1	Tumor_21	-2.605857725
TP63	Tumor_21	4.660611239
SFTPC	Tumor_21	-1.332330329
BBC3	Tumor_21	4.617383978
ALDH3B2	Tumor_21	3.391784768
SPRR3	Tumor_21	3.160143981
S1PR1	Tumor_21	-1.4802317465
KRT17	Tumor_21	3.482446491
ADRB1	Tumor_21	-1.832724577
KRT14	Tumor_21	3.367216952
SPRR2G	Tumor_21	3.468148836
LYPD3	Tumor_21	2.436141611
AKR1C2	Tumor_21	1.46449021466667
IGSF10	Tumor_21	-0.396758766
PVRL1	Tumor_21	1.532388848
SPRR1B	Tumor_21	3.1475011645
WDR72	Tumor_21	1.284053696
FABP4	Tumor_21	-0.351798624
LOC100132639	Tumor_21	2.760220946
SERPINB3	Tumor_21	3.805871431
FGF11	Tumor_21	0.710367157
KRT13	Tumor_21	0.665007302
LOC729070	Tumor_21	-1.914270126
TTK	Tumor_21	-0.498250868
GJB2	Tumor_21	5.026618956
CLCA2	Tumor_21	4.002461517
PI4KAP1	Tumor_21	-3.24725241
PFN2	Tumor_21	-0.047918943
SFTPH	Tumor_21	-2.862540035
EPAS1	Tumor_21	-2.082075247
AGER	Tumor_21	-2.730813367
LOC346085	Tumor_21	0.358348511
SFN	Tumor_21	1.912283854
DSG3	Tumor_21	4.2655123865
AQP4	Tumor_21	-1.1172225025
KRT15	Tumor_21	1.019145049
MMP12	Tumor_21	4.663248311
CTHRC1	Tumor_21	2.152131441
ADH1B	Tumor_21	-2.962604918
PI3	Tumor_21	3.558188299
CDH5	Tumor_21	-1.782590238
SPRR1A	Tumor_21	2.342538375
AKR1B10	Tumor_21	2.648406149
PTPRZ1	Tumor_21	2.979750188
TENC1	Tumor_21	-1.801956618
MMP10	Tumor_21	1.328836464
ADH1C	Tumor_21	-2.355896462
COL3A1	Tumor_21	2.687443202
SCGB1A1	Tumor_21	-1.526563119
FHL1	Tumor_21	-1.5574668
SPP1	Tumor_21	2.107245962
LAD1	Tumor_21	2.491702573
CLDN18	Tumor_21	-2.555337332
CDCA5	Tumor_21	-0.529852865
KRT16	Tumor_21	2.793506635
KRT5	Tumor_21	3.15146594
PERP	Tumor_21	2.379081596
NTS	Tumor_21	-1.876709328
HPGD	Tumor_21	-0.402538685
MFAP4	Tumor_21	-1.792137714
SLC2A1	Tumor_22	2.24799428533333
NBPF14	Tumor_22	2.352255024
SPRR2C	Tumor_22	1.689571907
TSHZ2	Tumor_22	-1.898304603
ALDH3A1	Tumor_22	0.161888164
PEBP4	Tumor_22	-2.219466061
AKR1C3	Tumor_22	3.919354513
FMO2	Tumor_22	-0.354589921
PVRL4	Tumor_22	2.559241934
FAM75A1	Tumor_22	-0.718515069
C1orf187	Tumor_22	2.41846189
COL1A1	Tumor_22	0.716898063
HBE1	Tumor_22	-1.582427008
TP63	Tumor_22	5.707448777
SFTPC	Tumor_22	-1.599773313
BBC3	Tumor_22	1.41917723
ALDH3B2	Tumor_22	1.93332896
SPRR3	Tumor_22	2.619584068
S1PR1	Tumor_22	-0.738348417
KRT17	Tumor_22	2.47949535
ADRB1	Tumor_22	-1.107933697
KRT14	Tumor_22	5.557604008
SPRR2G	Tumor_22	1.094402225
LYPD3	Tumor_22	1.62076935
AKR1C2	Tumor_22	3.83428768833333
IGSF10	Tumor_22	0.639668393
PVRL1	Tumor_22	0.984016404
SPRR1B	Tumor_22	0.3062417815
WDR72	Tumor_22	3.921191159
FABP4	Tumor_22	-1.551591043
LOC100132639	Tumor_22	2.572041274
SERPINB3	Tumor_22	2.923933342
FGF11	Tumor_22	0.203322793
KRT13	Tumor_22	1.996983523
LOC729070	Tumor_22	-1.828888084
TTK	Tumor_22	1.231781333
GJB2	Tumor_22	3.210255442
CLCA2	Tumor_22	4.703623518
PI4KAP1	Tumor_22	-3.494623781
PFN2	Tumor_22	0.672076361
SFTPH	Tumor_22	-2.112542779
EPAS1	Tumor_22	-2.198219197
AGER	Tumor_22	-2.196789565
LOC346085	Tumor_22	0.436900213
SFN	Tumor_22	1.060137702
DSG3	Tumor_22	3.443141775
AQP4	Tumor_22	-0.53844801900000006
KRT15	Tumor_22	1.652966608
MMP12	Tumor_22	4.528779665
CTHRC1	Tumor_22	2.336114608
ADH1B	Tumor_22	-0.830893682
PI3	Tumor_22	1.184138861
CDH5	Tumor_22	-1.690650401
SPRR1A	Tumor_22	0.08246216
